dataset,blocker,compilations,block,tsid,variableName,units,n_values
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRBdWpPZp29V,uncertainty,unitless,315
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRQHcFHuW10X,uncertainty,unitless,315
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRfxMq2Qwg9C,mineralogy,unitless,264
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRfIS6GlsOBU,correction,unitless,264
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRi97roJT9HH,uncertainty,unitless,264
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRUPm5hogvGa,uncertainty,unitless,264
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LReuKp5DRxgT,mineralogy,unitless,579
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LR97DeuvxUbK,correction,unitless,579
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LR6Z3CMIwEAA,uncertainty,unitless,579
Dantecave.Sletten.2013,compilation member,SISAL-LiPD,paleoData,S2LRrxDTRPtHiy,d13C,unitless,579
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRdI4627OpEJ,mineralogy,unitless,334
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRw6RJ6hTxqY,correction,unitless,334
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRNiaYFoM1jl,uncertainty,unitless,334
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRfTGmjNj9E0,mineralogy,unitless,176
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRNvAcsg3dxa,correction,unitless,176
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRpbhQ2KGIEe,uncertainty,unitless,176
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LR5qrsFOaCaW,mineralogy,unitless,510
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRBokNVa9o5j,correction,unitless,510
Darkcave.Jiang.2013,compilation member,SISAL-LiPD,paleoData,S2LRwZ48nnFvHc,uncertainty,unitless,510
DeSotocaverns.Aharon.2013,compilation member,SISAL-LiPD,paleoData,S2LRrTHs1xFtEi,correction,unitless,1468
DeSotocaverns.Aharon.2013,compilation member,SISAL-LiPD,paleoData,S2LR7qHEoHjtRz,uncertainty,unitless,1468
DeSotocaverns.Aharon.2013,compilation member,SISAL-LiPD,paleoData,S2LRQwUwRySE9a,hasHiatus,unitless,1468
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRqGsA8tPoJi,mineralogy,unitless,115
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRec4XqcEGoT,correction,unitless,115
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRehEWuxCN62,uncertainty,unitless,115
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LR1aycWfxaR4,mineralogy,unitless,527
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRDTlBmkHfQe,correction,unitless,527
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRMrobE2Vo6j,uncertainty,unitless,527
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRG0Z5phjfax,hasHiatus,unitless,527
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRejVSSTPT4o,mineralogy,unitless,80
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRJz8oxMnrIY,correction,unitless,80
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LR3I3R2iLwn9,uncertainty,unitless,80
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRmKf6UZXiMG,mineralogy,unitless,2110
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRhBQNbKwX5J,correction,unitless,2110
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRzXlm4n1BaP,uncertainty,unitless,2110
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LR8BqLQseqrn,mineralogy,unitless,908
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRzFKGhiIpXS,correction,unitless,908
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRRxcGU2jNA7,uncertainty,unitless,908
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRyvBn0jU3Kx,mineralogy,unitless,105
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRTvf3XDYgqi,correction,unitless,105
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LRScQNQUM1Ej,uncertainty,unitless,105
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LR4OjvzwrTf0,mineralogy,unitless,3845
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LReD7PYb7RIK,correction,unitless,3845
Donggecave.Yuan.2004,compilation member,SISAL-LiPD,paleoData,S2LROhqpIhax16,uncertainty,unitless,3845
DongguanPK16.Zhang.1982,compilation member,LegacyClimate-LiPD,paleoData,lcRCXzJdbKjsqFNRCAM,temperature,degC,8
DongguanPK16.Zhang.1982,compilation member,LegacyClimate-LiPD,paleoData,lcRo0iy3LUo8OqMydnZ,temperature,degC,8
DongguanPK16.Zhang.1982,compilation member,LegacyClimate-LiPD,paleoData,lcR0PLxo7U4vkKBrjTO,precipitation,mm/yr,8
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRlnnHwQkNqW,mineralogy,unitless,1153
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRlhjuf6E4dZ,correction,unitless,1153
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRqwKlkCNBRR,uncertainty,unitless,1153
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRHBcg3tI4fY,hasHiatus,unitless,1153
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRRiQ8B68wjD,mineralogy,unitless,672
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRoL9MDaHXPV,correction,unitless,672
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRor6cGgrnS6,uncertainty,unitless,672
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRZM06gBI2qz,uncertainty,unitless,672
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LR3HTQe5ZzlC,mineralogy,unitless,1825
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRvIVei3Sgs4,correction,unitless,1825
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LR6CW7HT5tr1,uncertainty,unitless,1825
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRlKomadI7LY,d13C,unitless,1825
DosAnascave.Fensterer.2013,compilation member,SISAL-LiPD,paleoData,S2LRG1QDf5g5Jm,hasHiatus,unitless,1825
Dune.Finney.2012,compilation member,RapidArcticWarming,paleoData,GH2c543176dp,d13C,permil,304
Fenzhuang.Zhang.1997,compilation member,LegacyClimate-LiPD,paleoData,lcRtSmIHWxk0iFix6HH,temperature,degC,53
Fenzhuang.Zhang.1997,compilation member,LegacyClimate-LiPD,paleoData,lcR9GF6cS3wyQlpnZBn,temperature,degC,53
Fenzhuang.Zhang.1997,compilation member,LegacyClimate-LiPD,paleoData,lcRmCQAz1l4aWhKUBFX,precipitation,mm/yr,53
Fukugaguchicave.Sone.2013,compilation member,SISAL-LiPD,paleoData,S2LRHJvDuytaEN,mineralogy,unitless,965
Fukugaguchicave.Sone.2013,compilation member,SISAL-LiPD,paleoData,S2LRsUeTypzylJ,correction,unitless,965
Fukugaguchicave.Sone.2013,compilation member,SISAL-LiPD,paleoData,S2LRTLgDOsy6Vu,uncertainty,unitless,965
Fukugaguchicave.Sone.2013,compilation member,SISAL-LiPD,paleoData,S2LRtfOug1rtaG,hasHiatus,unitless,965
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRAbWS9lGH8i,mineralogy,unitless,370
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRaVzGTQX2vY,correction,unitless,370
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRkXq8fa2MnZ,uncertainty,unitless,370
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRs1EeDrI7R9,mineralogy,unitless,299
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRFdPlrFS96x,correction,unitless,299
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRCSJ1XVBYO5,uncertainty,unitless,299
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRmPmfdzAjJl,uncertainty,unitless,299
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LR6RP3I98ls5,mineralogy,unitless,669
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRSL8TFWQVpV,correction,unitless,669
Furongcave.T.-Y..2011,compilation member,SISAL-LiPD,paleoData,S2LRVm604EqO2x,uncertainty,unitless,669
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRl8aBWBAEGz,mineralogy,unitless,755
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRasFx6ovJIm,correction,unitless,755
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LR4XvotKFP4S,uncertainty,unitless,755
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRXR0wLo4d3J,uncertainty,unitless,755
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRo2OKoUpg1f,mineralogy,unitless,322
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LR4qVpvgfASB,correction,unitless,322
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRmjKRazZBNV,uncertainty,unitless,322
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRtyyVkz2KgB,uncertainty,unitless,322
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRPvnA191sts,mineralogy,unitless,1077
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRuo9VaQdyW7,correction,unitless,1077
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRTh3vS8jUtP,uncertainty,unitless,1077
Gempabumicave.Krause.2019,compilation member,SISAL-LiPD,paleoData,S2LRvO4rdUliUq,d13C,unitless,1077
GeoB6211_2.Voigt.2015,compilation member,PalMod,paleoData,GeoB6211_2_TS_017,d18O,permil,698
Griqualand.Heine.1979,compilation member,lipdverseTest,paleoData,OLS_RmUP75ldT7y,lakeTrend,unitless,32
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRt2nmbVDdvH,mineralogy,unitless,204
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRmVDZNKSiro,correction,unitless,204
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRImxyfkjAwn,uncertainty,unitless,204
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRDTdrqthLUo,mineralogy,unitless,588
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRsbMA0M0YiU,correction,unitless,588
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRtcgvZMrff5,uncertainty,unitless,588
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRF4DXwhab3O,mineralogy,unitless,792
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LR2F0vqanmdx,correction,unitless,792
GrottedePiste.AitBrahim.2018,compilation member,SISAL-LiPD,paleoData,S2LRbclfVRML2a,uncertainty,unitless,792
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRr6YYP4418h,mineralogy,unitless,438
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRhwDimIzOzw,correction,unitless,438
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LR5iOjWA2a5Y,uncertainty,unitless,438
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRjon8cuVAMq,hasHiatus,unitless,438
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRMAzcLRYCgA,mineralogy,unitless,299
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRUTQhcGDMZK,correction,unitless,299
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRbklO6PBr6T,uncertainty,unitless,299
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LR3lHiThGh39,hasHiatus,unitless,299
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRStYaS4535G,mineralogy,unitless,302
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRDtAPsUMDVE,correction,unitless,302
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LRZA0AmKNWP3,uncertainty,unitless,302
Gunung-budacavesnailshellcave.Partin.2007,compilation member,SISAL-LiPD,paleoData,S2LROHDoEnXGs1,hasHiatus,unitless,302
Haukdalsvatn.Geirsdottir.2013,compilation member,RapidArcticWarming,paleoData,WEB-71be3-c68e-4872-981d-04c5a,d13C,permil,8
Haukdalsvatn.Geirsdottir.2013,compilation member,RapidArcticWarming,paleoData,WEB-d16fe-ef89-460c-b003-a020e,C/N,unitless,8
Haukdalsvatn.Geirsdottir.2013,compilation member,RapidArcticWarming,paleoData,WEB-88778-5f84-4f1b-b0ce-8fd84,organicCarbon,mg/g,8
Haukdalsvatn.Geirsdottir.2013,compilation member,RapidArcticWarming,paleoData,WEB-071aa-0e40-4993-9e7b-0d12e,MS,unitless,8
Haukdalsvatn.Geirsdottir.2013,compilation member,RapidArcticWarming,paleoData,WEB-3ad09-ec7d-4cef-bd9e-e1dbe,uncertainty1s,cm/yr,8
Haukdalsvatn.Geirsdottir.2013,compilation member,RapidArcticWarming,paleoData,WEB-c1a90-5d04-4c09-95b4-81a07,BSi,mg/g,8
Haukdalsvatn.Geirsdottir.2013,compilation member,HoloceneAbruptChange; RapidArcticWarming; Temp12k,paleoData,WEB-9d355-bfb0-4829-963e-4cbf2,composite,z score,8
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LR98DNCBsqtH,mineralogy,unitless,1223
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRQ2VBe6hu4e,correction,unitless,1223
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRhqhqloq3T2,uncertainty,unitless,1223
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LR5cZ9i36T0q,uncertainty,unitless,1223
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRxzZLAw42KT,mineralogy,unitless,863
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LR3FLogXSuxH,correction,unitless,863
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRAjeYfU2bI4,uncertainty,unitless,863
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRLCc6PglKzP,uncertainty,unitless,863
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LR7W1xDfrC66,mineralogy,unitless,2086
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LR573TDxWOaZ,correction,unitless,2086
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRc7ZN55Fi2y,uncertainty,unitless,2086
Heshangcave.C..2008,compilation member,SISAL-LiPD,paleoData,S2LRqX8jU13fTa,d13C,unitless,2086
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LR77PDriCzVT,mineralogy,unitless,718
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRY33db7EolL,correction,unitless,718
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRs7kvggb0Mt,uncertainty,unitless,718
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRYLI4FCwLjn,uncertainty,unitless,718
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRoPAtwIjbIx,mineralogy,unitless,138
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRCoxlhKLL6d,correction,unitless,138
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRv5q7FlQHWJ,uncertainty,unitless,138
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRmv4tFB7or3,uncertainty,unitless,138
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRCBmLzSGq62,mineralogy,unitless,856
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRKm6Yhh61vz,correction,unitless,856
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRX5uC9I8MoZ,uncertainty,unitless,856
Hollywoodcave.Whittaker.2011,compilation member,SISAL-LiPD,paleoData,S2LRgxv26vLfR0,d13C,unitless,856
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRUduIkFLNRB,mineralogy,unitless,507
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRctczHzosGX,correction,unitless,507
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRuxFEbcJ2hJ,uncertainty,unitless,507
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRw7H5w8dnwS,uncertainty,unitless,507
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRVOhRswecbD,mineralogy,unitless,609
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRBeUQ8raNbG,correction,unitless,609
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRD9gP2O7qg4,uncertainty,unitless,609
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRHENNVj90YY,uncertainty,unitless,609
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRDQLw2BnWWi,mineralogy,unitless,311
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRa0CueSKYhN,correction,unitless,311
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRWmV8bgLclv,uncertainty,unitless,311
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LRzTyOrm509D,uncertainty,unitless,311
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LR5suPDSzezQ,mineralogy,unitless,1427
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LR09uNEAWatI,correction,unitless,1427
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LR6lmnNebcSx,uncertainty,unitless,1427
Hoqcave.VanRampelbergh.2013,compilation member,SISAL-LiPD,paleoData,S2LR7tQhtTG333,d13C,unitless,1427
HoyaRincondeParangueo.Park.2005,compilation member,LegacyClimate-LiPD,paleoData,lcR6ovEoYWnUOQDHeqE,precipitation,mm/yr,61
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRRIL8kIxrA6,mineralogy,unitless,1060
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRGoKS8OwjUG,correction,unitless,1060
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRa5EBGj4p90,uncertainty,unitless,1060
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRKnudHLKjxE,uncertainty,unitless,1060
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRLXeY2LhAV1,mineralogy,unitless,290
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRAb3qyeOS4G,correction,unitless,290
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LR3SE2N9TQki,uncertainty,unitless,290
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRMKq5LvHsab,uncertainty,unitless,290
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LR7WLwW1obAY,mineralogy,unitless,765
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRi0JfBZ4mB5,correction,unitless,765
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LR4IpkU697iW,uncertainty,unitless,765
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRkjNf3S7QFh,mineralogy,unitless,427
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LR82VfyuGhur,correction,unitless,427
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LR74WpJcVfSG,uncertainty,unitless,427
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRY3kHx6Mwnk,mineralogy,unitless,515
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRIFuuGkazKW,correction,unitless,515
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRfoAQ3xTkpL,uncertainty,unitless,515
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LROyH0h0CEyv,mineralogy,unitless,1166
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRrudGjZJHd0,correction,unitless,1166
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LR3OxwLH8iln,uncertainty,unitless,1166
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRnwxRPHLIhV,mineralogy,unitless,1287
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRwnkgdP2sF0,correction,unitless,1287
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRkkDBLEZAlx,uncertainty,unitless,1287
Huagapocave.Kanner.2013,compilation member,SISAL-LiPD,paleoData,S2LRWR8HNQiV1Y,d13C,unitless,1287
Imuruk.Colinvaux.1964,compilation member,RapidArcticWarming,paleoData,OLS_RrQhOizPyk3,lakeTrend,unitless,32
JM96_1225_2_GC.Hagen.2002,compilation member,PalMod,paleoData,JM96_1225_2_GC_TS_017,iceRaftedDebris,count,133
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRezlYuUHNY6,mineralogy,unitless,1885
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRK156G6UabS,correction,unitless,1885
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRkcuParqYYB,uncertainty,unitless,1885
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LREpGrMwGk3C,hasHiatus,unitless,1885
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRJpBIYoFnQo,mineralogy,unitless,855
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LR4UQgAMChD4,correction,unitless,855
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRx9jh8U5Szh,uncertainty,unitless,855
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LROUS4J0qAKe,hasHiatus,unitless,855
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRJdOiVESlog,mineralogy,unitless,583
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRdDuC8Ap3wL,correction,unitless,583
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRLa4Wcjj2iw,uncertainty,unitless,583
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRT0U3jIhy22,mineralogy,unitless,238
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRCJONpdqPx9,correction,unitless,238
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRCTkVjzjLIZ,uncertainty,unitless,238
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRPLisIPkmRu,mineralogy,unitless,319
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LReoadpL5JRJ,correction,unitless,319
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LR4aFwbPiKgs,uncertainty,unitless,319
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRFO6xiLw8Tl,mineralogy,unitless,3388
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRNlL85kWSg6,correction,unitless,3388
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRMO3raRN9bi,uncertainty,unitless,3388
Jaragucave.Novello.2017,compilation member,SISAL-LiPD,paleoData,S2LRqhdotjTbDV,hasGap,unitless,3388
Jeitacave.Cheng.2015,compilation member,SISAL-LiPD,paleoData,S2LRVSH5df0bEM,mineralogy,unitless,1600
